"story_link","user_code","age_group","agreed","close_date_time","close_timestamp","created","department","disability","ease","environment","experiment_date_datepicker","gender","id","open_date_time","open_timestamp","story_date","story_source","story_title","summary","task_condition","task_key","task_level","time_taken_in_seconds","what","when_happened","where_location","who","why"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_2","21_30","true","2021-10-15 13:19:31","1636982371113","15/11/2021 13:19:28","Computing","false","4","production","2021-11-15","female","887f855a-08ac-40e4-9f2d-134c472520ed","2021-10-15 13:12:56","1636981976429","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","The story is about Dr Kylie Wagstaff research at Monash University. It concerns the use of Ivermectin against COVID-19 virus variants.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_ma_msc","394684","Research about the effects of Ivermectin against the COVID-19 virus","few_years_ago","Monash University","Dr Kylie Wagstaff, Ivermectin, Monash University","Combat the COVID-19 virus"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_20","21_30","true","2021-10-25 8:20:52","1637828452344","25/11/2021 08:20:50","English and Creative Literature","false","5","production","2021-11-25","male","07ec72eb-3362-44f4-bf1e-9e5b7307ba5b","2021-10-25 8:13:1","1637827981437","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","The story speaks about Ivermectin, a widely used drug, and the fact that, according to a study conducted last year in Melbourne, it can remove all viral RNA by 48 hours. The main advocate of this drug is Dr Wagstaff.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_phd","470907","The story is about Ivermectin and the fact that it can kill COVID-19 within 48 hours","few_years_ago","Melbourne","Dr Kylie Wagstaff, BDI, Peter Doherty Institute of Infection and Immunity, the University of Melbourne, Royal Melbourne Hospital","Because it addresses the current pandemic of Covid-19"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_21","31_40","true","2021-10-25 17:35:0","1637861700499","25/11/2021 17:35:02","Visual Cultures","false","5","production","2021-11-25","female","4b7da880-0529-491e-987e-cf2f35e3522f","2021-10-25 17:28:26","1637861306892","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Research at Monash BDI and the Doherty Institute led by Dr Kyle Wagstaff shows that the anti-parasitic drug Ivermectin has been shown to stop the growth of SARS-CoV-2 cells within 48hours. Ivermectin is a safe and widely available drug already approved by the FDA.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_phd","393607","Ivermectin, SARS-CoV-2, FDA, anti-viral research","few_years_ago","Melbourne Australia","Dr Kylie Wagstaff, Monash BDI, University of Melbourne, Royal Melbourne Hospital","Ivermectin is already approved and available"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_22 ","51_plus","true","2021-10-26 11:50:55","1637927455711","26/11/2021 11:50:57","Computing","true","1","production","2021-11-26","male","9d44d9e8-9c2b-4b8c-8dd6-48bcce735e01","2021-10-26 11:45:40","1637927140457","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Antiviral research reported by Dr Kylie Wagstaff investigate Ivermectin and found that it can kill COVID-19 within 48 hrs","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_phd","315254","Drug, Ivermectin, study, treatment viruses","few_years_ago","Monash University","Dr Kylie Wagstaff","The drug kills covid"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_23","21_30","true","2021-10-26 13:50:37","1637934637150","26/11/2021 13:50:37","Management with Marketing","false","4","production","2021-11-26","male","a54b19f1-f70f-49e3-8fb2-72a3b083e801","2021-10-26 13:46:20","1637934380174","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","From my analysis, similarly to the first take, researchers have gone above and beyond to try a find a cure that would, if approved, be given the all-clear by the FDA and save lives.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","256976","Finding a cure for COVID-19","few_month_ago"," Monash University","Dr Kylie Wagstaff, people, world. ","It's a cure that will save lives if deemed successful."
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_24","21_30","true","2021-10-26 16:25:28","1637943928417","26/11/2021 16:25:20","Occupational Psychology","false","4","production","2021-11-26","female","556957f0-4eeb-4b86-a964-9b7ab706b9b7","2021-10-26 16:15:54","1637943354781","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","An experiment looking into, FDA-approved, Ivermectin, and effects on covid cells. Effective after 48hs.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_ma_msc","573636","how effective ivermectin is in reducing all the numbers of RNA cells after 48hrs and even has an effect after 24hr, the drug is already commonly used and easily available, FDA approved as anti-parasitic ","few_month_ago","in australia melbourne ","Ivermectin, covid-19, BDI, viral RNA","to figure out effective and reliable ways of reducing covid cells and cases"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_25","21_30","true","2021-10-27 12:35:9","1638016509350","27/11/2021 12:35:08","Institute of Management ","false","4","production","2021-11-27","female","f5dbbfde-3cb8-4d9b-8ea1-ab619dad9f54","2021-10-27 12:30:40","1638016240935","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","A collaborative partnership between BDI and the Doherty Institute has taken place to study the effectiveness of a known drug, shown to have anti-parasitic abilities.
","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","268415","Study on Ivermectin efficacy ","few_years_ago","Malborne ","Ivermectin, Monash University","reduces cases of covid and deal with Covid crisis "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_26","upto_20","true","2021-10-30 17:30:47","1638293447472","30/11/2021 17:30:46","Computing","false","5","production","2021-11-30","female","2df4b387-511a-4db8-8792-724f6b2efa7b","2021-10-30 17:26:35","1638293195083","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","The results presented by Monash University, have shown that a drug in development, Ivermectin, can prevent the spread/ combat coronavirus in up to approx. 48 hours,","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_1","252389","The Ivermectin drug can kill COVID-19 within 48 hours","few_years_ago","Monash University","Dr Kylie Wagstaff-6","There is a drug that can prevent the seriousness of Coronavirus. "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_27","upto_20","true","2021-10-30 19:16:57","1638299817266","30/11/2021 19:16:59","Computing","false","4","production","2021-11-30","female","b39e4737-c117-4180-989e-36dbd599b555","2021-10-30 19:12:9","1638299529767","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","This story is about a doctor describing his research and study into Ivermectin and how he found that it can kill COVID-19. ","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_2","287499","Doctor finds a cure for COVID-19","few_years_ago","Monash University","Dr Kylie Wagstaff","It is very useful for development as other doctors can use his research to treat other patients. "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_28","21_30","true","2021-11-2 16:30:0","1638462600283","02/12/2021 16:29:59","Computing","false","4","production","2021-12-02","female","001c7f70-5e2a-4dd0-9fb8-631e81fabb64","2021-11-2 16:20:42","1638462042465","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","A study has shown that an existing, anti-parasitic approved treatment is effective at killing COVID-19 within 48 hours. ","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","557818","COVID-19, Ivermectin, COVID-19 treatment","few_years_ago","Melbourne, Australia","BDI, Doherty Institute, Dr Kylie Wagstaff","Breakthrough in treatment during global pandemic, already globally available so can help people sooner than the vaccine rollout will"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_29","21_30","true","2021-11-6 19:50:48","1638820248070","06/12/2021 19:50:50","Media and Communications","false","5","production","2021-12-06","female","7cc767a9-f75e-4aa9-b240-8faa8b8fd264","2021-11-6 19:42:56","1638819776169","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Ivermectin, an already established FDA approved anti-parasitic drug has been found to kill COVID-19 within 48 hours. In a study led by Monash University, the drug has been show to kill COVID-19 cell cultures within 48 hours and seems to be promising as a treatment choice as a vaccine is being developed.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","471901","The story is about the discovery that an established anti-parasitic drug can kill COVID-19 cell cultures in under 48 hours","few_years_ago","The story takes place in Australia.","Everyone in the world concerned about covid-19, University of Melbourne, Dr Kylie Wagstaff, Royal Melbourne Hospital, Monash Biomedicine Discovery Institute, Doherty Institute","The story is important as it is positive news in a world where a vaccine for an aggressive virus does not yet exist. It is positing hope as a cure seems to be very within reach, with relief coming in a form of an already established drug. "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_3","31_40","true","2021-10-16 11:3:28","1637060608899","16/11/2021 11:03:29","English and Creative Writing ","false","2","production","2021-11-16","female","ffb19de0-8699-417d-8652-f687417e1bc4","2021-10-16 10:58:36","1637060316627","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Dr Kylie Wagstaff introduced new anti-virus research,  arguing that this can kill the Covid-19 virus. ","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_phd","292272"," ivermectin is a useful drug to kill Covid virus. ","current_month","Monash University","Dr Kylie Wagstaff","it is an anti-virus research "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_30","21_30","true","2021-11-7 16:47:58","1638895678364","07/12/2021 16:47:59","Psychology","false","1","production","2021-12-07","female","1d6081c1-a8b6-4014-befc-44ce4913d315","2021-11-7 16:41:6","1638895266714","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Anti-viral Research from the University of Monash has shown that Ivermectin can kill COVID-19 within a span of 48-hours.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","411650","Ivermectin that kills Covid-19.","few_month_ago","Monash University study.","Ivermectin, Dr Kylie Wagstaff.","To kill of Covid-19 virus."
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_31","21_30","true","2021-11-7 19:47:41","1638902861755","07/12/2021 18:47:43","Computing","false","4","production","2021-12-07","other","7d89d204-ccf6-4047-b816-b2ac8d7bf193","2021-11-7 19:38:57","1638902337586","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","This story refers to a scientific study performed on the substance 'Ivermectin' at Monash University, by a team led by Dr Kylie Wagstaff. The research indicates that Ivermectin is able to kill the COVID-19 virus within 48 hours.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_2","524169","This story reports a research performed on the substance 'Ivermectin' by Dr Kylie Wagstaff with Monash University.","few_years_ago","Monash University","COVID-19, Dr Kylie Wagstaff, Ivermectin","The story is important because at that time the vaccines were scarcely available and there was, and still is, a need for substances that can stop the spread and kill the COVID-19 virus and its emerging variants."
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_32","21_30","true","2021-11-8 16:26:55","1638980815077","08/12/2021 16:26:56","Computing","false","4","production","2021-12-08","female","dcceb22e-2b38-42a8-9caa-00358570f0f7","2021-11-8 16:20:9","1638980409609","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","A study about how an already existing drug is able to kill the corona virus within 48 hours. The FDA also approved a drug that can kill other viruses such as HIV.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_2","405468","FDA, COVID-19, interactions between drugs and covid, The vaccine","current_month","Australia","Peter Doherty, Dr Kylie Wagstaff","its informative, helpful"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_33","21_30","true","2021-11-9 17:39:38","1639071578121","09/12/2021 17:39:38","Computing","false","3","production","2021-12-09","male","a606dd88-9370-4760-9c08-94aa6d25f1c5","2021-11-9 17:33:47","1639071227349","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","anti-parastic drug kills virus in 48 hours shown by royal Melbourne hospital/ Uni. ivermectin stopped sarscov2 stopped within 48 hours. ","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_3","350772","Infection, immunity sars cov 2 anti parasitic ","few_years_ago","Australia ","Australian Monash Biomedicine Discovery Institute ","drugs, pandemic, risk in human life "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_4","upto_20","true","2021-10-16 13:40:59","1637070059476","16/11/2021 13:41:01","Management Studies","false","4","production","2021-11-16","male","cbaadaf6-c137-4bd1-8a07-6521ced24ae6","2021-10-16 13:34:33","1637069673493","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","It seems that an anti-parasitic drug has been around and has capability to be effective at killing covid within 48 hours. ","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_1","385983","Use/effectiveness of anti-parasitic drugs agains covid","current_week","Australia/Melbourne","Peter Doherty, Dr Kyle Wagstaff, FDA, ","Highlights the effectiveness and offers an alternative solution so an issue that has very little information. "
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_5","21_30","true","2021-10-16 17:14:56","1637082896078","16/11/2021 17:14:57","Computing","false","4","production","2021-11-16","male","ba5be715-2c5f-4001-aba8-e38eab17d4ab","2021-10-16 17:5:0","1637082300958","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","A study between the Doherty institute and BDI in Australia found that conducting pre clinical trials of Ivermectin in the use against covid found that it helps the body fight the virus in just 48 hours. Ivermectin is already available worldwide and having this medication that supposedly helps against coronavirus will be very important to stopping the pandemic but more funding is needed to be able to progress with more pre clinical testing and clinical testing.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_ma_msc","595120","The story is about Ivermectin, an anti parastic drug and its first pre clinical trials resulting in being able to kill or reduce the viral load of covid in 48 hours. ","few_month_ago","Australia","Ivermectin, BDI, Doherty Institute","The story is important because it shares information on a potential drug that will be able to be used to kill covid and potentially save countless lives"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_6","31_40","true","2021-10-17 16:51:1","1637167861571","17/11/2021 16:51:03","English and Creative Writing","false","3","production","2021-11-17","female","3b8bef66-6beb-491e-9b10-09a7401115a3","2021-10-17 16:44:6","1637167446031","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Antiviral research conducted by Monash University as led by Dr Kylie Wagstaff has found that a drug named Ivermectin can effectively combat Covid-19 virus in 48 hours.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_phd","415540","A drug called Ivermectin is shown to be able to kill the Covid-19 virus in 48 hours","few_years_ago","Australia","Monash University, Dr Kylie Wagstaff","Development of medicine that can treat Covid-19 efficiently is important"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_7","21_30","true","2021-10-18 12:36:26","1637235386384","18/11/2021 11:36:28","Computing","false","4","production","2021-11-18","male","9ae31b44-918e-44fa-a938-838b64bd0fae","2021-10-18 12:28:28","1637234908657","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","In 2020 a new drug called ivermectin has been identified and shown to the world. A researcher called Dr Kylie Wagstaff explained how it worked. The drug stops the reproduction of the virus in cells, hence inhibits replication. The factors on which the results depend have been discussed which includes factors in testing. For more information please refer to the following paper in the context of Antiviral Research explaining how the inhibition of virus replication works.","viz","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_ma_msc","477727","a new drug called ivermectin has been examined. Dr Kylie Wagstaff made a statement about it stopping reproduction of the virus in cells and explained further how it works.","few_years_ago","Probably UK","Dr Kylie Wagstaff","Because in 2020 many research labs where looking for a covid vaccine urgently to help reduce death through covid, and it seems a process has been identified to accomplish this."
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_8","31_40","true","2021-10-18 18:35:39","1637260539604","18/11/2021 18:35:41","Institute of Management Studies","false","4","production","2021-11-18","female","753a448b-faee-4d64-83c8-bbbad35084bf","2021-10-18 18:25:13","1637259913213","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","A few institutes in Australia have found that Ivermectin which is an anti parasite drug can stop the growth of SARS Covid 19 virus within 48 hours. Ivermevtin has already proved to be effective in other viral diseases. Since we do not have any vaccine yet, it might be helpful to use Ivermectin as a possible medicine even though we do not know how the medicine works on the virus. We will need further tests to check the effectiveness of Ivermectin on Covid 19.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","post_graduate_ma_msc","626391","Role of Ivermectin in combating SARS-CoV-2 virus ","few_years_ago","Australia, ","FDA, Australia's Monash Biomedicine Discovery Institute (BDI) , Doherty Institute","It can confirm if we can use Ivermectin to spread the growth of Covid- 19 virus"
"https://www.thepharmaletter.com/article/ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","GOLD_9","21_30","true","2021-10-19 10:52:45","1637319165808","19/11/2021 10:52:54","Computing","false","4","production","2021-11-19","male","13a4337d-4cb1-4884-92ff-3673a34d1917","2021-10-19 10:45:35","1637318735735","2020-04-21 00:00:00","tpl","Ivermectin can kill COVID-19 within 48 hours', Monash University study finds","Peter Doherty and Dr Kylie Wagstaff have discovered that a pre-existing drug may be able to cure a person of Covid 19. There needs to be further studies to this however, as noted by Dr Wagstaff, while they know this is theoretically possible, they are unsure of the dosage requirements in humans, of if this would be effective at all once ingested by humans. Further testing is required and ongoing.","text","ivermectin-can-kill-covid-19-within-48-hours-monash-university-study-finds","under_graduate_year_1","430073","A potential cure against Covid-19 while awaiting a full vaccine","few_years_ago","Australia","Peter Doherty, Dr Kylie Wagstaff, FDA","May provide a temporary, or full solution to the pandemic while there is currently no vaccine"
