"story_term","user_code","age_group","agreed","close_date_time","close_timestamp","created","department","disability","ease","environment","experiment_date_datepicker","gender","id","open_date_time","open_timestamp","summary","task_condition","task_key","task_level","time_taken_in_seconds"
"pfizer","GOLD_2","21_30","true","2021-10-15 13:59:38","1636984778569","15/11/2021 13:59:36","Computing","false","3","production","2021-11-15","female","b1ff3e31-c1ea-44fb-a378-6937e7300270","2021-10-15 13:25:29","1636982729740","Pfizer's vaccine has shown to be a effective measurement against the spread as well as the course of disease of COVID-19. The vaccine was approved by several global health institutions, such as Health Canada, US Centers for Disease Control and Prevention, US Food and Drug Administration.

Even regarding the success rate of the vaccine, it should not be forgotten that this treatment is also a lucrative business for the pharma giant – which can lead to situations that need our ethical consideration. During the last months for example, the vaccine was approved and even recommended for children in several western countries, while many regions of the global south still experience a shortage of dosses to protect high risk individuals. I agree here with Anna Marriott, health policy manager at international development charity Oxfam, who said: “This is a public health emergency, not a private profit opportunity. We should not be letting corporations decide who lives and who dies while boosting their profits. We need a people’s vaccine, not a profit vaccine.""","text","pfizer","post_graduate_ma_msc","2048829"
"pfizer","GOLD_20","21_30","true","2021-10-25 8:52:53","1637830373130","25/11/2021 08:52:50","English and Creative Literature","false","4","production","2021-11-25","male","c25b21fe-7acf-4924-8075-e1284caab33a","2021-10-25 8:50:10","1637830210689","There was further encouraging news on the vaccine front on Wednesday (2021/03/31) as Pfizer and BioNTech announced positive findings on their vaccine from a Phase III trial in adolescents. The study is evaluating the safety, tolerability, and immunogenicity of the vaccine on a two-dose schedule approximately 21 days apart in three age groups: children aged five to 11 years, two to five years, and six months to two years. The five to 11 year-old cohort started dosing last week and the companies plan to initiate the two to five year-old cohort next week.
In patients aged 12 to 15 years with or without prior evidence of SARS-CoV-2 infection, the Pfizer-BioNTech COVID-19 vaccine BNT162b2 demonstrated 100% efficacy and robust antibody responses, exceeding those recorded earlier in vaccinated participants aged 16 to 25 years old, and was well tolerated.
Albert Bourla, chairman and chief executive, Pfizer, said: “We share the urgency to expand the authorization of our vaccine to use in younger populations and are encouraged by the clinical trial data from adolescents between the ages of 12 and 15.
 Bourla said: “We plan to submit these data to US Food and Drug Administration as a proposed amendment to our Emergency Use Authorization in the coming weeks and to other regulators around the world, with the hope of starting to vaccinate this age group before the start of the next school year.”
Ugur Sahin, chief executive and co-founder of BioNTech, said: “Across the globe, we are longing for a normal life. This is especially true for our children. The initial results we have seen in the adolescent studies suggest that children are particularly well-protected by vaccination, which is very encouraging given the trends we have seen in recent weeks regarding the spread of the B117 UK variant.
“It is very important to enable them to get back to everyday school life and to meet friends and family while protecting them and their loved ones.”

A month later Pfizer said that it has acquired San Diego-based Amplyx Pharmaceuticals, a privately-held biotech dedicated to the development of therapies for debilitating and life-threatening diseases that affect people with compromised immune systems. Amplyx’ lead compound, fosmanogepix, is a novel investigational asset under development for the treatment of invasive fungal infections. 
In addition to fosmanogepix, Pfizer acquires Amplyx' early-stage pipeline, including potential antiviral (MAU868) and antifungal (APX2039) therapies. MAU868, licensed from Novartis (NOVN: VX), is a potent neutralizing monoclonal antibody with activity against the BK virus. 
Thus, it is pretty obvious that the campaign against Covid-19 turned out to be a great economical opportunity for Pfizer.


","text","pfizer","post_graduate_phd","162441"
"pfizer","GOLD_21","31_40","true","2021-10-25 17:57:29","1637863049318","25/11/2021 17:57:31","Visual Cultures","false","2","production","2021-11-25","female","191f0cf0-3d02-488b-80f5-75d974bbb845","2021-10-25 17:50:18","1637862618173","A collaboration between Myovant Sciences and Pfizer have announced that the FDA has approve the use of their drug Myfembree for use in the relief of heavy menstrual bleeding associated with uterine fibroids, a chronic and debilitating illness. This marks the first non-invasive treatment of its kind to be offered to women that only needs to be used only once daily. The pill will be jointly licensed by both companies and will be available in late summer 2020. As a result the company's share prices have gone up by 4%.","text","pfizer","post_graduate_phd","431145"
"pfizer","GOLD_22 ","51_plus","true","2021-10-26 12:5:44","1637928344891","26/11/2021 12:05:46","Computing","true","3","production","2021-11-26","male","29e74a25-e3bb-4b4f-be38-c4c4cd6aa83e","2021-10-26 11:55:21","1637927721078","Drugs need to go through regulatory approval processes, which is a rigorous and often lengthy process. This is illustrated in the cases of various drugs such as Myfembree. The Covid-19 pandemic required swift response. This led to accelerated approval process, manufacturing agreements and profits for the drug companies. 

As part of the process for approval of Covid-19 vaccines, trails were conducted on various demographics, including specific interventions and approval submissions for treatments for children and for teenagers.

The industry is complex but has a number of large companies such as Pfizer who develop their own treatments but also buy up companies who have been developing innovative specialised approaches.","text","pfizer","post_graduate_phd","623813"
"pfizer","GOLD_23","21_30","true","2021-10-26 14:21:1","1637936461722","26/11/2021 14:21:04","Management with Marketing","false","3","production","2021-11-26","male","fdbc7616-68c2-43e7-8c76-8e4335b6f72f","2021-10-26 14:9:56","1637935796753","The constant battle the government face with anti-vaxxers has become very frustrating. This is due to them radicalising the ones who ultimately want to get it, but, can you blame them? Theirs so much we are uneducated on in regards to this virus that has caused havoc to our lives for well over 18 months. Japan-based Sosei Group (TYO: 4565) recently published they have something in clinical trials and it's showing progress. 

One must be aware, as this is a completely new virus, that even professors themselves are educating themselves on as they create these vaccines, no one knows the long-lasting effects it could potentially have on each individual.","text","pfizer","under_graduate_year_3","664969"
"pfizer","GOLD_24","21_30","true","2021-10-26 17:6:24","1637946384303","26/11/2021 17:06:16","Occupational Psychology","false","3","production","2021-11-26","female","99adaf75-ae54-45be-820d-14742c457494","2021-10-26 16:52:52","1637945572720","The Pfizer vaccine has been shown to be effective against covid-19 infections and has been suggested to be effective against the Indian strain. According to Public Health England (PHE), it reduces number of hospitalisation and death as it has a higher rate of protection. The Pfizer vaccine had a 88% protection rate against the Indian strain, compared to the AstraZeneca vaccine, which had only 60%, after two weeks. According to PHE, they predict that the Pfizer vaccine prevented over 13,000 deaths in older people. The vaccine has also has extended its shelf-life, from 5 to 31 days. The extended storage life was approved around 21/05/2021. The was a time limit on when vaccines had to be used by were due to storing it but now the vaccine can be stored in normal fridges and last longer, allowing more patients to have it available. ","text","pfizer","post_graduate_ma_msc","811583"
"pfizer","GOLD_25","21_30","true","2021-10-27 12:50:23","1638017423474","27/11/2021 12:50:24","Institute of Management ","false","3","production","2021-11-27","female","2112364d-c5d5-470b-92d9-88d6f55ff1fa","2021-10-27 12:44:7","1638017047462","FDA approval of Myfembree has led to a significant milestone being reached for heavy menstrual bleeding associated with uterine fibroids. 
It see's the approval of a second FDA approved drug this year and expanding non invasive treatment options for women suffering from uterine fibroids. 
David Marek (CEO of Myrant) had this to say: “Uterine fibroids affect millions of women in the USA and account for over 250,000 hysterectomies each year, with heavy menstrual bleeding being one of the most bothersome symptoms.
This indicates the vast progress made in between Myovant and Pfizer who will jointly commercialize the product in the USA, to help treat millions of women.","text","pfizer","under_graduate_year_3","376012"
"pfizer","GOLD_26","upto_20","true","2021-10-30 17:45:29","1638294329588","30/11/2021 17:45:30","Computing","false","2","production","2021-11-30","female","6dda7ab2-5bf0-4994-901b-ee170c75efdd","2021-10-30 17:35:49","1638293749067","The Pfizer vaccine has been distributed to prevent the spread of coronavirus. On the 25th of April 2021, Myovant Sciences (NYSE: MYOV) and Pfizer (NYSE: PFE) approved the use of Myfembree, which is a daily treatment for heavy menstrual bleeding associated with uterine fibroids. It has allowed a better quality of life for individuals in the US, affecting millions of women a year.

IN the same month, Pfizer/BioNTech COVID-19 vaccine shelf-life extended to 31 days, proved by new storage conditions. It was the first COVID-19 vaccine to be approved by the UK regulator in December last year, must be stored at ultra-low temperatures until use. The changes, that extend the shelf-life once thawed, are therefore expected to make storage easier and possible for a wider range of health facilities.","text","pfizer","under_graduate_year_1","580521"
"pfizer","GOLD_27","upto_20","true","2021-10-30 20:12:35","1638303155104","30/11/2021 20:12:36","Computing","false","3","production","2021-11-30","female","b787b484-af37-4228-94aa-ba13cd2def1d","2021-10-30 20:0:54","1638302454770","It has now been discovered that there are multiple strains of COVID-19 and one of these strains are called the Indian strain. The organisation Pfizer has created a vaccine for the Indian strain and the public health authorirties in the UK say that it is effective against the variant. Pfizer made a mRNA-based vaccine and research shows that two weeks after the second dose of the vaccine there is 88% protection against the Indian strain. As also commented by British Health Secretary Matt Hancock Pfizer's research is 'ground-breaking' which is very useful as they have made a huge impact in the control of the new strain, and can also help to  control any other strains that may be discovered in the future. ","text","pfizer","under_graduate_year_2","700334"
"pfizer","GOLD_28","21_30","true","2021-11-2 17:12:4","1638465124039","02/12/2021 17:12:03","Computing","false","3","production","2021-12-02","female","37f0914d-a25d-493c-800f-b15ce9fa8bf5","2021-11-2 16:54:23","1638464063602","It has been a ground breaking few days for US pharma giant Pfizer and their German partner BioNTech. Yesterday they announced the initiation of a BLA with the US Food and Drug Administration for the approval of their vaccine in persons aged 16 and over. This comes just three days after the announcement of their first quarter vaccine sales being up $3.5 billion, and two days after the monumental approval of vaccine use in children by Health Canada. Last month Pfizer extended vaccine trials to adolescents between the ages of 12 and 15 and positive results were reported on within only 6 days. Now, less than three weeks later, the vaccine is being rolled out for this age group in what can only be described as the first achievement of its kind.","text","pfizer","under_graduate_year_3","1060437"
"pfizer","GOLD_29","21_30","true","2021-11-6 20:30:19","1638822619332","06/12/2021 20:30:20","Media and Communications","false","3","production","2021-12-06","female","c9eb72fa-a498-42b0-8aa8-778da508c3d1","2021-11-6 20:13:48","1638821628438","Due to falling levels of vaccine acceptance globally, Pfizer initiated a study of their coronavirus vaccine in children aged 6-12. As children are a demographic not heavily affected by severe symptoms of COVID-19, the virus can be transmitted between more discreetly. Therefore, if left unchecked and uninvestigated, infection rates could rocket just between children, who will then infect their caregivers and adults around them. Public trust in vaccines have been shaky with mixed messaging from public health boards and politicians, as well as confusion over public health data.","text","pfizer","under_graduate_year_3","990894"
"pfizer","GOLD_3","31_40","true","2021-10-16 11:34:35","1637062475295","16/11/2021 11:34:37","English and Creative Writing ","false","3","production","2021-11-16","female","ae171678-1306-452b-8310-9c692c11a6d8","2021-10-16 11:28:5","1637062085628","I had a quick scan of the news related to the topic of Pfizer, surprisingly, more positive reports were given about this topic. It shows that it can be very effective when dealing with Delta variants, and it has been used recently for adolescents. I didn't see too many discussions and reports about its potential risks and concerns, and to be fair, they are more like the advertisement promotion about this vaccination company. One headline that caught my attention is that excessive vaccination will be used (perhaps donated) in African counties, and it is really a good public relations strategy. ","text","pfizer","post_graduate_phd","389667"
"pfizer","GOLD_30","21_30","true","2021-11-7 17:11:36","1638897096720","07/12/2021 17:11:38","Psychology","false","4","production","2021-12-07","female","8253ab36-a646-440f-a59a-04dfc8c30939","2021-11-7 16:54:41","1638896081751","Pfizer is a company that has developed a COVID-19 vaccine which has been shown to be one of the most effective vaccines to tackle the COVID-19 pandemic. It has been the first approved vaccine in the UK and has been used worldwide based on its robust 
effects to treat the pandemic. Many countries and institutes have supported this vaccine as Mr Bourla has stated that it has shown to have a 'dramatic impact and dramatic potential'. 
There has been a rich collection of data showing its efficacy such as how research has shown that the vaccine can extend to 31 days while being stored which will help preserve it longer and easier. Further research has also shown its robust effectiveness across an Indian strain of COVID-19, which was stronger than the AstraZeneca vaccine.This shows how Pfizer has been one of the worlds leading vaccines.

","text","pfizer","under_graduate_year_3","1014969"
"pfizer","GOLD_31","21_30","true","2021-11-7 20:29:16","1638905356714","07/12/2021 19:29:18","Computing","false","4","production","2021-12-07","other","34fc27fd-66f2-43e1-a893-87cd9855bbee","2021-11-7 20:18:49","1638904729617","I struggle to find the Pfizer corporation as a hero in the COVID-19 vaccinations story. Although the company's Comirnaty vaccine had the highest efficacy rate initially, it still hasn't proved to be effective against the newly emerging variants of the virus. And there is a question to be asked here: How does the pharmaceutical corporation profit from the virus? Is there business in rolling out the booster shot strategy? I think it's worth looking at how Pfizer and its investors benefit from having a patented vaccine shot being distributed across the US and European Union in the billions.","text","pfizer","under_graduate_year_2","627097"
"pfizer","GOLD_32","21_30","true","2021-11-8 16:52:52","1638982372702","08/12/2021 16:52:54","Computing","false","2","production","2021-12-08","female","f870aa28-5f2f-4531-a7f7-f3cf58a79262","2021-11-8 16:42:30","1638981750991","Pfizer have announced that the FDA has approved Myfembree as treatment for the management of heavy menstrual bleeding associated with uterine fibroids. Myovant and Pfizer will jointly commercialize the product in the USA. The tablet is expected to be available next month.

Evidence from public health authorities in the UK suggests that coronavirus vaccines from Pfizer are effective against the Indian variant.

New storage conditions for the COVID-19 vaccine from Pfizer have been approved by the UK’s MHRA.The new storage conditions extend the length of time the thawed vaccine can be stored at normal fridge temperatures from five days to 31 days.

Health Canada has approved a broader use of Comirnaty, the coronavirus vaccine from Pfizer to include 12 to 15 year olds. While demand for vaccines continues to outstrip supplies in many parts of the world, certain countries have been able to cover a large percentage of their populations in recent months.



","text","pfizer","under_graduate_year_2","621711"
"pfizer","GOLD_33","21_30","true","2021-11-9 17:22:50","1639070570878","09/12/2021 17:22:51","Computing","false","2","production","2021-12-09","male","860b3a20-01b7-44d3-8eaf-19dd8e443c73","2021-11-9 17:14:14","1639070054760","Pfizer have announced that the US Food and Drug Administration approved Myfembree. where people have symptoms of heavy menstrual bleeding related with uterine fibriods in premenopausal women. treatment can last up to 2 years. UK encourage the people to take pfizer and BioNTech and Astra Zeneca are effective against the Indian Variant. European commission has signed an agreement with Pfizer and BioNTech to supply 900 doses of Comirnaty,  which is the companies of covid19 vaccine. UK request another 900 million doses. ","text","pfizer","under_graduate_year_3","516118"
"pfizer","GOLD_4","upto_20","true","2021-10-16 14:4:16","1637071456616","16/11/2021 14:04:18","Management Studies","false","4","production","2021-11-16","male","5bc2b2c1-b9e5-4680-9326-e65f6f37f12e","2021-10-16 13:55:46","1637070946277","After multiple acquisitions, Pfizer have been able to develop a vaccine. Shown to be effective against multiple strains, it has been FDA approved. The shelf life is shown to be effective for up to 30 days, countries have been factoring in emergency jabs for teens. Additionally, they been looking at long-term plans, involving jabs with children, implying that Pfizer will be used for a while. The sales have been at a record high, implying that theres been a high amount of faith in Pfizer by a fair amount of countries.","text","pfizer","under_graduate_year_1","510339"
"pfizer","GOLD_5","21_30","true","2021-10-16 17:58:30","1637085510196","16/11/2021 17:58:33","Computing","false","4","production","2021-11-16","male","da49856f-2056-453a-b8df-bd5e6ac102c2","2021-10-16 17:41:54","1637084514860","Pfizer and BioNTech vaccine collaboration, Comirnaty, has seen huge success with the company reporting 1.5 billion in vaccine sales. Moreover, this is only expected to rise with both the FDA and CDC approving the vaccine usage on adolescence. Furthermore, the UK's medicine and healthcare products Regulatory Agency has also approved a new shelf life of the vaccine which will extend it from 5 days to 31 days which will enable the vaccine to be stored and used in more places making it even more available. The success of Comirnaty has enabled Pfizer to look into the future as leader in the vaccine market and expand their operations. In addition to this, Pfizer is also working on an antiviral medication that will complement vaccines in the fight to stop Covid and the pandemic. ","text","pfizer","post_graduate_ma_msc","995336"
"pfizer","GOLD_6","31_40","true","2021-10-17 17:10:15","1637169015149","17/11/2021 17:10:16","English and Creative Writing","false","3","production","2021-11-17","female","78963d03-e4f1-479f-b540-24240499099a","2021-10-17 16:58:12","1637168292825","According to the news six to eights months ago, the Pfizer vaccine has been shown to be one of the three vaccines that are effective against the Delta (Indian) variant of the Covid-19 pandemic. It has been widely approved and applied in countries such as the UK, the US, the EU, and Japan. Not only can the vaccine be applied to adults, some countries also have approved applying the vaccines to adolescences - namely the US (for young people who are 15-16 years old and above) and Canada (for teenagers who are 12-15 years old). Trials concerning the application and effectiveness of the Pfizer vaccine on children (6-12 years old) have been conducted. Yet, no confirmed approval has, according to the news 7 months ago, be given to the usage of the vaccine on children. ","text","pfizer","post_graduate_phd","722324"
"pfizer","GOLD_7","21_30","true","2021-10-18 13:55:16","1637240116369","18/11/2021 12:55:18","Computing","false","5","production","2021-11-18","male","23cba8a0-277f-496c-81ad-b4715cdf34f5","2021-10-18 13:20:59","1637238059531","We heard a lot about the success of biotech companies, especially Pfizer, in recent months due to their prominence in having identified successful vaccines for covid treatment. What else are these companies doing on a strategic level to expand their business and how has the covid pandemic impacted the industry in general?

“The COVID-19 pandemic has been a stark reminder of the devastating impact of infectious diseases, highlighting the continuous need for new anti-infective therapies to treat both emerging and difficult to treat bacterial, viral and fungal infections,” said Angela Lukin, global president, Pfizer Hospital.
This might have positively impacted Pfizer's efforts to expand its business outside of covid related treatments.

In addition to its acquisition of Amplyx Pharmaceuticals in 2021 and latest acquisition of Arixa Pharmaceuticals, ""a company making a next-generation oral antibiotic, ARX-1796, that, if approved, would be one of the first new drugs of its kind in 35 years"", it is also going into license agreements such as with ""US biotech Celcuity (Nasdaq: CELC) to acquire exclusive rights to the US pharma giant’s gedatolisib, a Phase Ib pan-PI3K/mTOR inhibitor2 as well as ""Pyxis Oncology for the development and commercialisation of two antibody-drug conjugate (ADC) candidates and a license to Pfizer's ADC technology platform.""
Also, ""China’s WuXi Biologics (HK: 2269) has entered into an equity agreement with US pharma giant Pfizer's (NYSE: PFE) China subsidiary to acquire its state-of-the-art biologics manufacturing facilities, as well as its labor force in Hangzhou, China.""

Potentially, the success of companies such as Pfizer and the general attention to biotech has also ignited the risk-taking willingness in the industry's m&a market in general.
Despite Pfizer's takeover of Amplyx Pharmaceuticals there have been at least 11 other acquisitions this year reaching from a few million $ to acquire a final set of company shares to several billion. At least 11 mergers have been accomplished this year by mid may.



","text","pfizer","post_graduate_ma_msc","2056838"
"pfizer","GOLD_8","31_40","true","2021-10-18 19:9:54","1637262594318","18/11/2021 19:09:56","Institute of Management Studies","false","3","production","2021-11-18","female","41b145db-4a96-4761-bb43-9f311fa3e74f","2021-10-18 18:58:28","1637261908321","Pfizer has announced that Myfembree can be used against heavy menstrual bleeding. As per an evidence from UK, Pfizer vaccines are effective against Indian Covid variant. Uk also increased the shelf life of Pfizer medicines to 31 days. European commison has signed agreement with Pfizer to supply 900 million doses of Comirnaty. Pfizer  initiate FDA rolling BLA submission for their COVID-19 vaccine. Health Canada has approved to use Covid vaccine by Pfizer for children between 12-15 years. Sales of Comirnaty, a Pfizer vaccine has led to a strong financial results for Pfizer.","text","pfizer","post_graduate_ma_msc","685997"
"pfizer","GOLD_9","21_30","true","2021-10-19 11:18:10","1637320690038","19/11/2021 11:18:19","Computing","false","4","production","2021-11-19","male","139aded0-b1bb-4342-922c-53d913bdd516","2021-10-19 11:9:17","1637320157650","The FDA and other global organisations have given approval for the development and distribution of a vaccine against Covid-19 to much of the worlds population, from adults, to recent approval in children, in an attempt to protect as many lives as possible. There is a disconect where people forget that big-pharma companies such as Pfizer are for-profit corporations, so are left bewildered that shareholders still receive plenty of dividends and sky high profits when that money could be put towards lower developed countries that could not possibly afford to purchase a vaccine deal themselves. Nethertheless, permissions are being granted as quickly as safely possible to extend vaccine roll outs to as much of the worlds population as is possible.","text","pfizer","under_graduate_year_1","532388"
"pfizer","SAP_2","51_plus","true","2021-9-19 16:55:22","1634658922684","19/10/2021 15:55:23","Computing","false","1","production","2021-10-19","male","47fdfc68-c07e-4ec1-a9b1-05ff31f75504","2021-9-19 16:41:32","1634658092151","Pfizer has been developing treatments and vaccines for covid-19 and has had a number of successes. First it has been successful in developing a vaccine for the Brazilian variant, which is more transmissible than other forms of the virus. Second, it has made progress in developing an oral antiviral treatment, and is working on an intravenous version. Third, the USFDA has given its approval for the vaccine that Pfizer developed with BioNTech to be made available to adolescents up to the ager of 15. ","text","pfizer","post_graduate_phd","830533"
